1
4,0,1,1
00,00,00,00,00,00,12,12,00,00,00,00,00,00
00,18,18,18,18,18,18,18,18,18,18,18,18,00
00,18,18,02,18,18,18,18,18,18,02,18,18,00
00,18,18,18,18,18,18,18,18,18,18,18,18,00
12,18,18,18,18,18,18,18,18,18,18,18,18,12
00,18,18,18,18,18,18,18,18,18,18,18,18,00
00,18,18,02,18,18,18,18,18,18,02,18,18,00
00,18,18,18,18,18,18,18,18,18,18,18,18,00
00,00,00,00,00,00,12,12,00,00,00,00,00,00
20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,21,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,21,20,20
20,20,20,20,20,20,20,21,20,21,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,21,20
20,20,20,20,20,20,20,21,20,21,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,21,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
