1
2,1,3,1
00,00,00,00,00,00,12,12,00,00,00,00,00,00
00,18,18,18,18,18,18,18,18,18,18,18,18,00
00,18,05,18,18,05,18,18,06,18,18,06,18,00
00,18,18,18,18,18,18,18,18,18,18,18,18,00
12,18,05,18,18,05,18,18,06,18,18,06,18,12
00,18,18,18,18,18,03,03,18,18,18,18,18,00
00,18,05,18,03,05,03,03,06,03,18,06,18,00
00,18,18,18,03,03,03,03,03,03,18,18,18,00
00,00,00,00,00,00,12,12,00,00,00,00,00,00
20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
